Term,Coef,SE Coef,95% CI,T-Value,P-Value
  Kabetogama,-0.763,0.468,"(-1.679, 0.153)",-1.63,0.103
  Kalama,-1.145,0.428,"(-1.983, -0.306)",-2.67,0.007
  Kalamazoo,-1.052,0.391,"(-1.818, -0.286)",-2.69,0.007
  Kalispell,0.608,0.551,"(-0.471, 1.687)",1.1,0.269
  Kalkaska,0.249,0.468,"(-0.668, 1.166)",0.53,0.594
  Kamiah,-1.016,0.546,"(-2.086, 0.054)",-1.86,0.063
  Kanab,-0.876,0.389,"(-1.638, -0.113)",-2.25,0.024
  Kanarraville,-1.012,0.395,"(-1.786, -0.237)",-2.56,0.01
  Kandiyohi,-0.781,0.467,"(-1.698, 0.135)",-1.67,0.095
  Kankakee,-1.711,0.539,"(-2.768, -0.654)",-3.17,0.002
  Kannapolis,-0.98,0.42,"(-1.803, -0.158)",-2.34,0.019
  Kansas City,-0.906,0.387,"(-1.664, -0.149)",-2.34,0.019
  Kasota,-0.795,0.405,"(-1.590, -0.001)",-1.96,0.05
  Kasson,-0.756,0.419,"(-1.577, 0.064)",-1.81,0.071
  Kathleen,0.068,0.406,"(-0.728, 0.864)",0.17,0.867
  Katonah,-1.306,0.398,"(-2.086, -0.526)",-3.28,0.001
  Katy,-0.103,0.398,"(-0.882, 0.677)",-0.26,0.796
  Kaukauna,-1.013,0.465,"(-1.925, -0.101)",-2.18,0.029
  Kawkawlin,-0.094,0.419,"(-0.915, 0.727)",-0.22,0.823
  Kayenta,-0.185,0.54,"(-1.244, 0.874)",-0.34,0.732
  Kaysville,-0.859,0.384,"(-1.612, -0.106)",-2.24,0.025
  Keansburg,0.311,0.468,"(-0.606, 1.229)",0.66,0.506
  Kearny,-1.254,0.392,"(-2.022, -0.486)",-3.2,0.001
  Keasbey,-1.01,0.397,"(-1.787, -0.233)",-2.55,0.011
  Keene,-0.819,0.395,"(-1.593, -0.045)",-2.07,0.038
  Keenesburg,-0.073,0.54,"(-1.130, 0.985)",-0.13,0.893
  Keizer,-0.831,0.467,"(-1.747, 0.085)",-1.78,0.075
  Kelliher,-0.833,0.409,"(-1.634, -0.032)",-2.04,0.041
  Kellogg,-0.944,0.43,"(-1.787, -0.102)",-2.2,0.028
  Kelseyville,-0.872,0.39,"(-1.635, -0.108)",-2.24,0.025
  Kelso,-0.056,0.414,"(-0.867, 0.754)",-0.14,0.891
  Kenansville,-0.323,0.42,"(-1.146, 0.500)",-0.77,0.442
  Kendrick,-1.001,0.546,"(-2.071, 0.070)",-1.83,0.067
  Kenilworth,-1.377,0.409,"(-2.180, -0.575)",-3.37,0.001
  Kenly,0.013,0.428,"(-0.827, 0.852)",0.03,0.976
  Kennebunk,-0.677,0.414,"(-1.490, 0.135)",-1.64,0.102
  Kennebunkport,-0.892,0.429,"(-1.732, -0.052)",-2.08,0.037
  Kennedy,0.58,0.468,"(-0.337, 1.496)",1.24,0.215
  Kennedyville,0.121,0.429,"(-0.719, 0.961)",0.28,0.778
  Kenner,-0.864,0.432,"(-1.711, -0.017)",-2,0.046
  Kennesaw,-1.195,0.393,"(-1.965, -0.426)",-3.05,0.002
  Kennewick,-0.27,0.419,"(-1.092, 0.552)",-0.64,0.52
  Keno,-0.877,0.39,"(-1.641, -0.113)",-2.25,0.024
  Kenosha,-1.631,0.406,"(-2.427, -0.835)",-4.01,0
  Kensington,-1.026,0.419,"(-1.846, -0.205)",-2.45,0.014
  Kent,-0.851,0.388,"(-1.611, -0.091)",-2.19,0.028
  Kentfield,-0.926,0.441,"(-1.790, -0.062)",-2.1,0.036
  Kenwood,-0.857,0.403,"(-1.647, -0.067)",-2.13,0.033
  Kenyon,-0.768,0.441,"(-1.632, 0.096)",-1.74,0.082
  Kerby,-0.632,0.388,"(-1.391, 0.128)",-1.63,0.103
  Kerhonkson,-1.388,0.539,"(-2.445, -0.331)",-2.57,0.01
  Kerkhoven,-0.776,0.539,"(-1.833, 0.281)",-1.44,0.15
  Kerman,-0.87,0.391,"(-1.637, -0.103)",-2.22,0.026
  Kernersville,0.003,0.42,"(-0.820, 0.825)",0.01,0.994
  Kersey,-1.16,0.54,"(-2.219, -0.102)",-2.15,0.032
  Keswick,-0.649,0.468,"(-1.566, 0.267)",-1.39,0.165
  Kettle River,-0.846,0.441,"(-1.710, 0.019)",-1.92,0.055
  Kettleman City,-0.857,0.394,"(-1.630, -0.085)",-2.18,0.03
  Kewaskum,-0.075,0.537,"(-1.128, 0.978)",-0.14,0.889
  Key Biscayne,-0.351,0.54,"(-1.409, 0.707)",-0.65,0.515
  Key Largo,-0.395,0.42,"(-1.217, 0.428)",-0.94,0.347
  Key West,0.435,0.468,"(-0.483, 1.353)",0.93,0.353
  Keyport,0.149,0.54,"(-0.908, 1.207)",0.28,0.782
  Keystone,-1.008,0.54,"(-2.066, 0.050)",-1.87,0.062
  Kildeer,-0.701,0.441,"(-1.567, 0.164)",-1.59,0.112
  Killingworth,0.201,0.468,"(-0.717, 1.118)",0.43,0.668
  Killona,-0.032,0.543,"(-1.096, 1.033)",-0.06,0.953
  Kilmarnock,0.168,0.539,"(-0.889, 1.225)",0.31,0.756
  Kiln,-1.284,0.541,"(-2.345, -0.223)",-2.37,0.018
  Kimball,-0.794,0.413,"(-1.603, 0.015)",-1.92,0.055
  Kimberly,-0.292,0.407,"(-1.089, 0.506)",-0.72,0.473
  Kinards,-0.999,0.429,"(-1.839, -0.158)",-2.33,0.02
  King City,-0.889,0.389,"(-1.651, -0.126)",-2.28,0.022
  King George,0.285,0.427,"(-0.552, 1.123)",0.67,0.504
  King Hill,-1.079,0.546,"(-2.149, -0.009)",-1.98,0.048
  King of Prussia,-1.059,0.405,"(-1.852, -0.266)",-2.62,0.009
  King Of Prussia,0.194,0.442,"(-0.673, 1.062)",0.44,0.66
  Kingdom City,-1.522,0.542,"(-2.583, -0.460)",-2.81,0.005
  Kingfield,-0.779,0.54,"(-1.838, 0.280)",-1.44,0.149
  Kingman,-0.797,0.41,"(-1.601, 0.006)",-1.94,0.052
  Kings Beach,-0.894,0.395,"(-1.669, -0.120)",-2.26,0.024
  Kings Canyon National Pk,-0.879,0.467,"(-1.795, 0.037)",-1.88,0.06
  Kings Mountain,-1.619,0.54,"(-2.677, -0.561)",-3,0.003
  Kings Park,0.649,0.539,"(-0.407, 1.706)",1.2,0.228
  Kingsburg,-0.889,0.386,"(-1.646, -0.132)",-2.3,0.021
  Kingsland,0.509,0.47,"(-0.412, 1.431)",1.08,0.279
  Kingsport,-0.549,0.468,"(-1.467, 0.369)",-1.17,0.241
  Kingston,-1.162,0.401,"(-1.948, -0.376)",-2.9,0.004
  Kingsville,-0.199,0.42,"(-1.023, 0.624)",-0.47,0.635
  Kingwood,-0.589,0.54,"(-1.646, 0.469)",-1.09,0.275
  Kinnelon,-1.701,0.54,"(-2.759, -0.643)",-3.15,0.002
  Kinston,0.423,0.54,"(-0.636, 1.481)",0.78,0.434
  Kirkland,-0.863,0.39,"(-1.627, -0.099)",-2.21,0.027
  Kirkville,-1.41,0.539,"(-2.467, -0.353)",-2.61,0.009
  Kirkwood,-1.369,0.441,"(-2.233, -0.504)",-3.1,0.002
  Kissimmee,-0.61,0.393,"(-1.380, 0.159)",-1.55,0.12
  Kit Carson,-0.555,0.471,"(-1.478, 0.367)",-1.18,0.238
  Kittery,-0.564,0.407,"(-1.362, 0.234)",-1.39,0.166
  Kittrell,0.477,0.54,"(-0.581, 1.535)",0.88,0.377
  Klamath,-0.881,0.401,"(-1.667, -0.095)",-2.2,0.028
  Klamath Falls,-0.84,0.383,"(-1.590, -0.089)",-2.19,0.028
  Klamath River,-0.877,0.405,"(-1.671, -0.082)",-2.16,0.031
  Knapp,-1.389,0.465,"(-2.301, -0.477)",-2.98,0.003
  Knightdale,-1.065,0.414,"(-1.876, -0.254)",-2.57,0.01
  Knights Landing,-0.842,0.405,"(-1.636, -0.047)",-2.08,0.038
  Knoxville,-0.981,0.388,"(-1.742, -0.220)",-2.53,0.012
  Kodak,-1.728,0.54,"(-2.786, -0.670)",-3.2,0.001
  Kokomo,0.083,0.468,"(-0.836, 1.001)",0.18,0.86
  Koosharem,-0.885,0.413,"(-1.695, -0.076)",-2.14,0.032
  Kooskia,-0.011,0.546,"(-1.081, 1.059)",-0.02,0.984
  Kremmling,-0.529,0.468,"(-1.446, 0.388)",-1.13,0.258
  Kutztown,-0.517,0.41,"(-1.321, 0.287)",-1.26,0.208
  Kyburz,-0.884,0.403,"(-1.674, -0.094)",-2.19,0.028
  Kyle,-1.157,0.468,"(-2.074, -0.240)",-2.47,0.013
  La Crescent,-0.652,0.413,"(-1.461, 0.157)",-1.58,0.114
  La Crescenta,-0.837,0.386,"(-1.593, -0.081)",-2.17,0.03
  La Crosse,-2.122,0.539,"(-3.179, -1.064)",-3.93,0
  La Fayette,-0.873,0.441,"(-1.738, -0.009)",-1.98,0.048
  La Grande,-0.796,0.383,"(-1.546, -0.045)",-2.08,0.038
  La Grange,-0.901,0.387,"(-1.660, -0.142)",-2.33,0.02
  La Jolla,-0.84,0.385,"(-1.595, -0.085)",-2.18,0.029
  La Junta,-0.866,0.428,"(-1.705, -0.028)",-2.03,0.043
  La Marque,-1.592,0.54,"(-2.651, -0.534)",-2.95,0.003
  La Mirada,-0.89,0.397,"(-1.667, -0.112)",-2.24,0.025
  La Palma,-0.848,0.389,"(-1.610, -0.086)",-2.18,0.029
  La Pine,-0.813,0.385,"(-1.567, -0.059)",-2.11,0.035
  LA Place,-1.07,0.414,"(-1.881, -0.259)",-2.59,0.01
  La Plata,-0.238,0.42,"(-1.061, 0.586)",-0.57,0.571
  La Porte City,0.168,0.542,"(-0.895, 1.230)",0.31,0.757
  La Puente,-0.807,0.383,"(-1.558, -0.056)",-2.11,0.035
  La Salle,0.133,0.54,"(-0.924, 1.191)",0.25,0.805
  La Vergne,-1.39,0.42,"(-2.212, -0.567)",-3.31,0.001
  La Verkin,-0.826,0.468,"(-1.743, 0.090)",-1.77,0.077
  La Veta,-0.568,0.468,"(-1.486, 0.349)",-1.21,0.225
  La Vista,-1.53,0.422,"(-2.358, -0.703)",-3.62,0
  Lacey,-0.821,0.468,"(-1.739, 0.096)",-1.75,0.079
  Laceys Spring,-1.059,0.469,"(-1.979, -0.140)",-2.26,0.024
  Lacombe,-1.607,0.472,"(-2.532, -0.682)",-3.4,0.001
  Laconia,-0.814,0.54,"(-1.872, 0.245)",-1.51,0.132
  Ladera Ranch,-0.909,0.389,"(-1.670, -0.147)",-2.34,0.019
  Ladson,-0.669,0.429,"(-1.510, 0.171)",-1.56,0.119
  Lafayette,-0.837,0.384,"(-1.589, -0.085)",-2.18,0.029
  Lagrangeville,-1.41,0.427,"(-2.248, -0.573)",-3.3,0.001
  Laguna,-0.741,0.555,"(-1.828, 0.347)",-1.33,0.182
  Laguna Beach,-0.878,0.398,"(-1.658, -0.098)",-2.21,0.027
  Laguna Hills,-0.852,0.384,"(-1.604, -0.099)",-2.22,0.026
  Laguna Niguel,-0.811,0.391,"(-1.578, -0.045)",-2.08,0.038
  Laguna Woods,-0.932,0.539,"(-1.989, 0.124)",-1.73,0.084
  Lagunitas,-0.875,0.539,"(-1.932, 0.181)",-1.62,0.104
  Laingsburg,-0.157,0.539,"(-1.215, 0.900)",-0.29,0.77
  Lake Andes,-0.978,0.603,"(-2.159, 0.204)",-1.62,0.105
  Lake Ariel,-0.073,0.541,"(-1.133, 0.986)",-0.14,0.892
  Lake Arrowhead,-0.764,0.397,"(-1.541, 0.014)",-1.93,0.054
  Lake Bluff,-0.98,0.409,"(-1.782, -0.178)",-2.4,0.017
  Lake Charles,-1.753,0.432,"(-2.600, -0.906)",-4.06,0
  Lake City,-0.455,0.389,"(-1.218, 0.307)",-1.17,0.241
  Lake Crystal,-0.82,0.39,"(-1.584, -0.056)",-2.1,0.035
  Lake Dallas,-0.751,0.409,"(-1.554, 0.051)",-1.84,0.066
  Lake Elmo,-0.816,0.403,"(-1.606, -0.026)",-2.03,0.043
  Lake Elsinore,-0.811,0.384,"(-1.562, -0.059)",-2.11,0.035
  Lake Forest,-0.932,0.385,"(-1.686, -0.177)",-2.42,0.015
  Lake Forest Park,0.386,0.54,"(-0.672, 1.444)",0.71,0.475
  Lake Geneva,0.017,0.465,"(-0.895, 0.929)",0.04,0.972
  Lake George,-0.988,0.398,"(-1.768, -0.208)",-2.48,0.013
  Lake Harmony,-1.176,0.442,"(-2.043, -0.309)",-2.66,0.008
  Lake Havasu City,0.139,0.469,"(-0.780, 1.057)",0.3,0.767
  Lake Helen,-0.315,0.42,"(-1.138, 0.508)",-0.75,0.453
  Lake Hopatcong,-1.122,0.468,"(-2.039, -0.205)",-2.4,0.017
  Lake Hughes,-0.865,0.409,"(-1.666, -0.064)",-2.12,0.034
  Lake Isabella,-0.631,0.39,"(-1.396, 0.134)",-1.62,0.106
  Lake Jackson,0.333,0.54,"(-0.725, 1.391)",0.62,0.538
  Lake Katrine,0.546,0.468,"(-0.371, 1.462)",1.17,0.243
  Lake Lillian,-0.812,0.427,"(-1.649, 0.025)",-1.9,0.057
  Lake Lynn,-1.762,0.54,"(-2.821, -0.703)",-3.26,0.001
  Lake Mary,-0.544,0.4,"(-1.329, 0.241)",-1.36,0.175
  Lake Mills,-0.154,0.537,"(-1.207, 0.899)",-0.29,0.775
  Lake Oswego,-0.797,0.385,"(-1.552, -0.042)",-2.07,0.038
  Lake Park,0.056,0.468,"(-0.862, 0.973)",0.12,0.905
  Lake Placid,-0.038,0.428,"(-0.876, 0.800)",-0.09,0.929
  Lake Station,-0.99,0.395,"(-1.764, -0.217)",-2.51,0.012
  Lake Stevens,-0.161,0.409,"(-0.964, 0.641)",-0.39,0.693
  Lake Tahoe,-0.847,0.539,"(-1.904, 0.210)",-1.57,0.116
  Lake Villa,-1.252,0.39,"(-2.017, -0.487)",-3.21,0.001
  Lake Village,-1.468,0.541,"(-2.529, -0.407)",-2.71,0.007
  Lake Wales,0.086,0.428,"(-0.754, 0.925)",0.2,0.842
  Lake Wilson,-0.784,0.539,"(-1.841, 0.273)",-1.45,0.146
  Lake Worth,-0.792,0.39,"(-1.558, -0.027)",-2.03,0.042
  Lake Zurich,-1.06,0.387,"(-1.818, -0.302)",-2.74,0.006
  Lakefield,-0.85,0.405,"(-1.645, -0.055)",-2.1,0.036
  Lakehead,-0.919,0.398,"(-1.699, -0.139)",-2.31,0.021
  Lakeland,-0.974,0.4,"(-1.758, -0.190)",-2.44,0.015
  Lakemoor,-0.975,0.441,"(-1.840, -0.110)",-2.21,0.027
  Lakeport,-0.886,0.389,"(-1.648, -0.124)",-2.28,0.023
  Lakeside,-0.797,0.427,"(-1.634, 0.040)",-1.87,0.062
  Laketown,-0.772,0.539,"(-1.829, 0.285)",-1.43,0.152
  Lakeview,-0.906,0.384,"(-1.659, -0.153)",-2.36,0.018
  Lakeville,-0.753,0.385,"(-1.509, 0.002)",-1.95,0.051
  Lakewood,-0.88,0.385,"(-1.635, -0.125)",-2.29,0.022
  Lamar,-0.923,0.413,"(-1.733, -0.113)",-2.23,0.025
  Lamberton,-0.864,0.539,"(-1.921, 0.192)",-1.6,0.109
  Lambsburg,-1.959,0.539,"(-3.016, -0.901)",-3.63,0
  Lamont,-0.892,0.396,"(-1.668, -0.117)",-2.26,0.024
  Lancaster,-0.805,0.384,"(-1.557, -0.053)",-2.1,0.036
  Land O Lakes,-1.361,0.468,"(-2.279, -0.443)",-2.91,0.004
  Landrum,0.404,0.429,"(-0.437, 1.244)",0.94,0.346
  Lanexa,-1.6,0.539,"(-2.657, -0.543)",-2.97,0.003
  Langhorne,0.205,0.54,"(-0.854, 1.264)",0.38,0.704
  Langlois,-0.909,0.396,"(-1.684, -0.133)",-2.3,0.022
  Lanham,-0.994,0.401,"(-1.780, -0.208)",-2.48,0.013
  Lansdale,-1.822,0.414,"(-2.634, -1.010)",-4.4,0
  Lansing,-0.497,0.386,"(-1.253, 0.259)",-1.29,0.197
  Lapeer,-1.615,0.539,"(-2.671, -0.558)",-2.99,0.003
  Laporte,-0.624,0.391,"(-1.390, 0.142)",-1.6,0.11
  Lapwai,-1.237,0.546,"(-2.307, -0.166)",-2.26,0.024
  Laramie,-0.702,0.604,"(-1.885, 0.481)",-1.16,0.245
  Largo,-0.839,0.42,"(-1.662, -0.016)",-2,0.046
  Larkspur,-0.846,0.385,"(-1.600, -0.091)",-2.2,0.028
  Larwill,-0.47,0.442,"(-1.336, 0.396)",-1.06,0.288
  Las Animas,-0.568,0.468,"(-1.485, 0.350)",-1.21,0.225
  Las Cruces,-1.585,0.486,"(-2.538, -0.633)",-3.26,0.001
  Latham,-1.101,0.392,"(-1.869, -0.334)",-2.81,0.005
  Lathrop,-0.871,0.384,"(-1.624, -0.118)",-2.27,0.023
  Laton,-0.908,0.539,"(-1.964, 0.149)",-1.68,0.092
  Latta,-1.331,0.54,"(-2.390, -0.271)",-2.46,0.014
  Lauderdale Lakes,0.681,0.54,"(-0.378, 1.739)",1.26,0.207
  Laughlin,-0.183,0.556,"(-1.273, 0.907)",-0.33,0.742
  Laurel,-1.285,0.551,"(-2.365, -0.206)",-2.33,0.02
  Laurelton,0.308,0.468,"(-0.608, 1.225)",0.66,0.51
  Laurinburg,0.363,0.54,"(-0.695, 1.422)",0.67,0.501
  Lavaca,0.403,0.541,"(-0.658, 1.464)",0.74,0.457
  Laveen,-0.083,0.407,"(-0.880, 0.715)",-0.2,0.838
  Lavina,0.438,0.481,"(-0.504, 1.380)",0.91,0.362
  Lawndale,-0.835,0.385,"(-1.589, -0.081)",-2.17,0.03
  Lawnside,-1.415,0.428,"(-2.254, -0.577)",-3.31,0.001
  Lawrence,-0.648,0.543,"(-1.713, 0.417)",-1.19,0.233
  Lawrence Township,-1.268,0.402,"(-2.056, -0.481)",-3.16,0.002
  Lawrenceburg,0.589,0.54,"(-0.469, 1.647)",1.09,0.275
  Lawrenceville,-0.417,0.409,"(-1.219, 0.384)",-1.02,0.307
  Lawton,-1.309,0.762,"(-2.802, 0.185)",-1.72,0.086
  Layton,-0.805,0.384,"(-1.558, -0.053)",-2.1,0.036
  Laytonville,-0.889,0.391,"(-1.654, -0.123)",-2.28,0.023
  Le Center,-0.788,0.413,"(-1.597, 0.022)",-1.91,0.057
  Le Grand,-0.901,0.539,"(-1.958, 0.155)",-1.67,0.095
  Le Roy,-0.974,0.427,"(-1.811, -0.136)",-2.28,0.023
  Le Sueur,-0.675,0.409,"(-1.476, 0.126)",-1.65,0.098
  Leadore,-1.096,0.546,"(-2.166, -0.025)",-2.01,0.045
  Leadville,-0.369,0.404,"(-1.160, 0.422)",-0.91,0.361
  Leawood,-1.264,0.406,"(-2.060, -0.467)",-3.11,0.002
  Lebanon,-0.709,0.384,"(-1.462, 0.044)",-1.85,0.065
  Lebec,-0.861,0.384,"(-1.613, -0.109)",-2.24,0.025
  Lebo,-1.04,0.544,"(-2.106, 0.025)",-1.91,0.056
  Ledgewood,-1.223,0.419,"(-2.045, -0.401)",-2.92,0.004
  Ledyard,0.311,0.468,"(-0.606, 1.229)",0.66,0.506
  Lee,-0.322,0.468,"(-1.239, 0.595)",-0.69,0.492
  Lee Vining,-0.887,0.392,"(-1.656, -0.119)",-2.26,0.024
  Leeds,-0.948,0.404,"(-1.740, -0.157)",-2.35,0.019
  Lees Summit,-1.417,0.406,"(-2.213, -0.620)",-3.49,0
  Leesburg,-0.304,0.391,"(-1.070, 0.463)",-0.78,0.437
  Leggett,-0.92,0.403,"(-1.710, -0.131)",-2.28,0.022
  Lehi,-0.792,0.384,"(-1.544, -0.039)",-2.06,0.039
  Lehigh Acres,0.697,0.443,"(-0.172, 1.565)",1.57,0.116
  Lehighton,-1.593,0.442,"(-2.460, -0.726)",-3.6,0
  Leland,-0.625,0.468,"(-1.543, 0.293)",-1.33,0.182
  Lemon Cove,-0.832,0.467,"(-1.748, 0.084)",-1.78,0.075
  Lemont,-0.255,0.428,"(-1.094, 0.583)",-0.6,0.55
  Lemoore,-0.723,0.387,"(-1.482, 0.036)",-1.87,0.062
  Lenexa,-0.425,0.395,"(-1.200, 0.350)",-1.08,0.282
  Lenhartsville,-0.113,0.443,"(-0.980, 0.755)",-0.25,0.799
  Lennon,-0.788,0.427,"(-1.625, 0.050)",-1.84,0.065
  Lenoir City,-0.871,0.468,"(-1.789, 0.047)",-1.86,0.063
  Lenore,-0.878,0.546,"(-1.948, 0.192)",-1.61,0.108
  Leominster,-0.063,0.469,"(-0.983, 0.857)",-0.13,0.893
  Leona Valley,-0.841,0.405,"(-1.636, -0.047)",-2.08,0.038
  Leonia,-0.622,0.414,"(-1.433, 0.188)",-1.5,0.132
  Leslie,0.063,0.539,"(-0.994, 1.120)",0.12,0.907
  Lester Prairie,-0.797,0.427,"(-1.635, 0.040)",-1.87,0.062
  Letohatchee,-1.028,0.541,"(-2.088, 0.031)",-1.9,0.057
  Levittown,-0.638,0.409,"(-1.439, 0.163)",-1.56,0.119
  Lewis Center,0.237,0.54,"(-0.822, 1.296)",0.44,0.661
  Lewis Run,-0.778,0.43,"(-1.620, 0.065)",-1.81,0.07
  Lewisberry,-0.03,0.469,"(-0.949, 0.889)",-0.06,0.948
  Lewisburg,0.075,0.469,"(-0.843, 0.994)",0.16,0.872
  Lewiston,-0.701,0.391,"(-1.467, 0.065)",-1.79,0.073
  Lewisville,-0.856,0.395,"(-1.630, -0.082)",-2.17,0.03
  Lexington,-0.709,0.385,"(-1.464, 0.046)",-1.84,0.066
  Lexington Park,0.192,0.469,"(-0.727, 1.111)",0.41,0.682
  Liberty,0.492,0.539,"(-0.565, 1.549)",0.91,0.362
  Libertyville,-0.852,0.386,"(-1.609, -0.095)",-2.2,0.027
  Lignum,0.584,0.539,"(-0.473, 1.641)",1.08,0.279
  Ligonier,-0.553,0.413,"(-1.363, 0.257)",-1.34,0.181
  Lilliwaup,0.595,0.54,"(-0.463, 1.653)",1.1,0.27
  Lima,0.263,0.442,"(-0.604, 1.131)",0.6,0.552
  Limon,-1.002,0.428,"(-1.842, -0.162)",-2.34,0.019
  Lincoln,-0.789,0.386,"(-1.545, -0.033)",-2.04,0.041
  Lincoln City,-0.817,0.39,"(-1.581, -0.054)",-2.1,0.036
  Lincoln Park,-1.107,0.468,"(-2.024, -0.190)",-2.37,0.018
  Lincolnshire,-0.566,0.406,"(-1.362, 0.230)",-1.39,0.163
  Lincolnton,0.214,0.414,"(-0.597, 1.025)",0.52,0.605
  Lincolnwood,-0.654,0.419,"(-1.476, 0.167)",-1.56,0.119
  Lind,-0.438,0.54,"(-1.496, 0.620)",-0.81,0.417
  Linden,-0.978,0.387,"(-1.736, -0.220)",-2.53,0.011
  Lindenhurst,-0.926,0.419,"(-1.746, -0.105)",-2.21,0.027
  Lindon,-0.794,0.391,"(-1.559, -0.028)",-2.03,0.042
  Lindsay,-0.864,0.393,"(-1.635, -0.093)",-2.2,0.028
  Lindstrom,-0.771,0.441,"(-1.635, 0.093)",-1.75,0.08
  Lineville,-1.043,0.469,"(-1.963, -0.124)",-2.22,0.026
  Linthicum Heights,-1.202,0.395,"(-1.976, -0.427)",-3.04,0.002
  Linwood,-1.36,0.428,"(-2.199, -0.522)",-3.18,0.001
  Lisle,-1.377,0.403,"(-2.168, -0.586)",-3.41,0.001
  Litchfield,-0.761,0.393,"(-1.532, 0.010)",-1.93,0.053
  Litchfield Park,0.2,0.42,"(-0.623, 1.023)",0.48,0.633
  Lithia Springs,-1.121,0.391,"(-1.886, -0.355)",-2.87,0.004
  Lithonia,-1.423,0.4,"(-2.207, -0.639)",-3.56,0
  Lititz,-0.131,0.54,"(-1.190, 0.928)",-0.24,0.809
  Little Falls,-0.837,0.389,"(-1.599, -0.075)",-2.15,0.031
  Little Ferry,0.215,0.54,"(-0.843, 1.273)",0.4,0.691
  Little Mountain,-0.868,0.469,"(-1.788, 0.051)",-1.85,0.064
  Little Neck,-1.28,0.403,"(-2.070, -0.489)",-3.17,0.002
  Little River,-0.901,0.427,"(-1.738, -0.064)",-2.11,0.035
  Little Rock,-1.118,0.389,"(-1.879, -0.356)",-2.88,0.004
  Little Suamico,-2.018,0.537,"(-3.071, -0.965)",-3.76,0
  Littlefield,-0.541,0.428,"(-1.381, 0.299)",-1.26,0.207
  Littlefork,-0.815,0.419,"(-1.635, 0.005)",-1.95,0.052
  Littlerock,-0.699,0.389,"(-1.461, 0.062)",-1.8,0.072
  Littleton,-0.785,0.388,"(-1.546, -0.025)",-2.02,0.043
  Live Oak,-0.693,0.393,"(-1.464, 0.078)",-1.76,0.078
  Livermore,-0.872,0.383,"(-1.623, -0.121)",-2.28,0.023
  Liverpool,-0.62,0.406,"(-1.415, 0.174)",-1.53,0.126
  Livingston,-0.866,0.391,"(-1.633, -0.099)",-2.21,0.027
  Livonia,-1.063,0.389,"(-1.826, -0.300)",-2.73,0.006
  Lizella,-0.208,0.442,"(-1.073, 0.658)",-0.47,0.638
  Lizton,-0.123,0.54,"(-1.182, 0.935)",-0.23,0.819
  Llano,-0.868,0.391,"(-1.635, -0.101)",-2.22,0.027
  Loch Sheldrake,0.436,0.539,"(-0.621, 1.493)",0.81,0.418
  Lockeford,-0.872,0.405,"(-1.667, -0.078)",-2.15,0.031
  Lockport,0.134,0.409,"(-0.668, 0.935)",0.33,0.744
  Lockwood,-0.949,0.539,"(-2.005, 0.108)",-1.76,0.078
  Locust Fork,-1.172,0.541,"(-2.232, -0.113)",-2.17,0.03
  Locust Grove,-1.344,0.409,"(-2.146, -0.543)",-3.29,0.001
  Lodi,-0.883,0.383,"(-1.635, -0.132)",-2.3,0.021
  Logan,-0.929,0.409,"(-1.730, -0.128)",-2.27,0.023
  Loganton,-1.116,0.469,"(-2.035, -0.197)",-2.38,0.017
  Loganville,0.271,0.428,"(-0.568, 1.110)",0.63,0.527
  Loleta,-0.872,0.401,"(-1.657, -0.086)",-2.17,0.03
  Lolo,-1.335,0.551,"(-2.414, -0.255)",-2.42,0.015
  Loma,-1.641,0.474,"(-2.569, -0.712)",-3.46,0.001
  Loma Linda,-0.863,0.395,"(-1.637, -0.090)",-2.19,0.029
  Loman,-0.784,0.467,"(-1.700, 0.133)",-1.68,0.094
  Lombard,-1.519,0.391,"(-2.286, -0.752)",-3.88,0
  Lompoc,-0.844,0.385,"(-1.599, -0.090)",-2.19,0.028
  Londonderry,-0.656,0.396,"(-1.433, 0.121)",-1.66,0.098
  Lone Pine,-0.883,0.399,"(-1.666, -0.100)",-2.21,0.027
  Lone Tree,-1.094,0.42,"(-1.917, -0.272)",-2.61,0.009
  Long Barn,-0.876,0.413,"(-1.685, -0.067)",-2.12,0.034
  Long Beach,-0.824,0.383,"(-1.574, -0.074)",-2.15,0.031
  Long Creek,-0.85,0.39,"(-1.614, -0.086)",-2.18,0.029
  Long Grove,-1.004,0.395,"(-1.779, -0.229)",-2.54,0.011
  Long Island City,-1.099,0.391,"(-1.865, -0.333)",-2.81,0.005
  Long Pond,0.09,0.54,"(-0.969, 1.149)",0.17,0.868
  Long Prairie,-0.805,0.394,"(-1.577, -0.032)",-2.04,0.041
  Longmont,-0.768,0.391,"(-1.535, -0.002)",-1.97,0.049
  Longs,-1.367,0.469,"(-2.286, -0.448)",-2.92,0.004
  Longview,0.027,0.428,"(-0.811, 0.866)",0.06,0.949
  Longville,-0.765,0.467,"(-1.681, 0.151)",-1.64,0.102
  Longwood,-0.776,0.393,"(-1.546, -0.006)",-1.97,0.048
  Lonoke,-1.465,0.541,"(-2.526, -0.404)",-2.71,0.007
  Lonsdale,-0.172,0.468,"(-1.089, 0.745)",-0.37,0.713
  Loogootee,0.191,0.442,"(-0.675, 1.058)",0.43,0.665
  Lookout,-0.864,0.467,"(-1.780, 0.052)",-1.85,0.064
  Loomis,-0.772,0.39,"(-1.536, -0.008)",-1.98,0.048
